sample_id,image,text,label,cleaned_text
9955,9955.jpg,9955.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #cdnpoli #UpForDebate
11808,11808.jpg,11808.txt,positive,Average #YEG home sale price so far in August is 376K; July was $373K; August 2014 was $368K #yegre #realestate
5832,5832.jpg,5832.txt,positive,It's been a GREAT day! Now I can eat! #BlueJays #Yankees
17313,17313.jpg,17313.txt,negative,"New blanket's too short, no other alternatives #SolveMyProblemsIn4Words #Vancouver #firstworldproblems #Follow"
2676,2676.jpg,2676.txt,negative,Stop Mulcair! #CdnPoli #elxn42
6469,6469.jpg,6469.txt,positive,Love their stuff. Second time I've seen in Calgary. #yyc #CircleTheWagons #yycmusic #funkhunters
22776,22776.jpg,22776.txt,positive,"And it breakfast, the Sky Dome opens."
19127,19127.jpg,19127.txt,positive,A view from above! All of the amazing #united4yyc peeps out today at Olympic plaza. #yyc
7103,7103.jpg,7103.txt,positive,Today from 2:00-8:00 is the annual Wortley Jazz and Blues Festival!!! #livemusic #ldnont #lovethewort
20878,20878.jpg,20878.txt,negative,Lots of love from the 6ix #SelfieForNash ????
12393,12393.jpg,12393.txt,positive,"American Crow in morning silhouette. Princess Point Park, Hamilton #HamOnt #birds #crows"
21597,21597.jpg,21597.txt,negative,"eesh, so much to fix in terms of scaling before i continue. will proceed in the morning. need to fix those wheels :/"
9887,9887.jpg,9887.txt,negative,"""""Syria today. I'd do anything to get to Europe too."""" - #cdnpoli"
4615,4615.jpg,4615.txt,positive,At the Red Carpet tonight #TheIdol #Assaf #????_???? #??_???_?????? #TIFF15 #Toronto
17360,17360.jpg,17360.txt,negative,Hope noone's hurt. #boatfire #yachtfire #georgiastraight #CNDcoastguard #vancouver
9235,9235.jpg,9235.txt,negative,Me and at 5sos Wednesday #ShesKindaHotVMA
2871,2871.jpg,2871.txt,negative,The Media Party loves reporting on #MrsUniverse's political bent. How about this pro athlete's? #cdnpoli #elxn42
18364,18364.jpg,18364.txt,positive,We've landed in ? #Montreal. Join #RyersonMBA tonight for the Tour.
10985,10985.jpg,10985.txt,negative,"No business here in the central town square, Anytown, BC, IN #StephenHarpersCanada"
9806,9806.jpg,9806.txt,negative,#NewDepressionParty #elexn42 #elexn2015 #cdnpoli one day the truth will be known.
18432,18432.jpg,18432.txt,negative,"Homeless #Inuit abused by #Montreal police, photographer alleges #IdleNoMore #polcan #polmtl"
18567,18567.jpg,18567.txt,positive,Spending as much time as possible on my bike these days #yyc
9004,9004.jpg,9004.txt,positive,RT FOR LUKE #ShesKindaHotVMA
11042,11042.jpg,11042.txt,negative,First world problem. #CanadaPost
18977,18977.jpg,18977.txt,positive,Calgary weed suppression boost under the microscope #yyccc
3730,3730.jpg,3730.txt,negative,"Best yet. ?? RT : #peegate #jerrybance #CpeeC #CDNPOLI #elxn42 Sorry, couldn't resist."
7429,7429.jpg,7429.txt,positive,ICYMI: is having a boy! #CountryMusic news powered by
12702,12702.jpg,12702.txt,positive,Nice building. I used to work there a long time ago. Not sure what they do there nowadays? #HamOnt.
11415,11415.jpg,11415.txt,negative,{} I did this last night no joke. Right before bed ya gotta have a PB&J sandwich #YEG
6328,6328.jpg,6328.txt,negative,When you realize your life is actually over #WhatDoUMean ???????????? #WhatDoUMeanMusicVideo #JustinImProudOfYou
6007,6007.jpg,6007.txt,negative,Studying for this is gonna be torture -.- #nclex #nursingexam
6438,6438.jpg,6438.txt,negative,retweet for liam and his little buddy down there x #DragMeDownMusicVideoIsOut #MTVHottest One Direction
3052,3052.jpg,3052.txt,negative,Harper Controls Every Major Decision of Con Gov But Claims to Have Known NOTHING Abt #Duffy Scandal #elxn42 #cdnpoli
9349,9349.jpg,9349.txt,negative,When you realize will never notice you #ShesKindaHotVMA
7736,7736.jpg,7736.txt,positive,Happy #NationalDogDay !! ????
12859,12859.jpg,12859.txt,negative,No major delays on Hamilton area roads. DayStarter traffic. #HamOnt
10048,10048.jpg,10048.txt,negative,the only thing to fear is #HARPER ITSELF #cdnpoli #climateaction
2571,2571.jpg,2571.txt,negative,. Why is your sign on my lawn? We didn't request this. #elxn42 #yyc
11523,11523.jpg,11523.txt,positive,Motivation Monday: great things never came from comfort zones. Let's go. #MM #LetsGo #xfit #yegcrossfit
22387,22387.jpg,22387.txt,positive,God this city is gorgeous at night
20967,20967.jpg,20967.txt,positive,#SelfieForNash I love you to Pluto and back ??
10930,10930.jpg,10930.txt,positive,??SHAWL WORLD BOUTIQUE?? #Modest #Muslim #Women #Clothing #Store #LdnOnt #Toronto #Canada
19651,19651.jpg,19651.txt,positive,Your one-way tickets to 's #PlanetBooby are ON SALE NOW! #YYZ #YYC #YWG #YOW
16635,16635.jpg,16635.txt,positive,The Vietnamese Lantern Festival takes place inside Dufferin Grove Park this afternoon. #Toronto
20740,20740.jpg,20740.txt,negative,You will never notice me and it makes me sad #SelfieForNash
22626,22626.jpg,22626.txt,negative,NEW MIXTAPE! #DANCEHALL #SOCA #FREEDOWNLOAD #theCHARGEUP
17890,17890.jpg,17890.txt,positive,Sock Horses!!! #calgary #alberta #Edmonton #horses #halifax
3155,3155.jpg,3155.txt,negative,Politicians Lies! Numbers don't! #facts #cdnpoli #elxn42 #vote
7592,7592.jpg,7592.txt,positive,And my work best friend always makes my days a little brighter! #Griffin #NationalDogDay
9144,9144.jpg,9144.txt,positive,RT for when worked at KFC #ShesKindaHotVMA
12482,12482.jpg,12482.txt,positive,And I also loved the #Bubba #pulledpork #hamont #cheese #slaw #foodtruck
8156,8156.jpg,8156.txt,negative,"#HappyNationalDogDay to my baby girl up in heaven, miss you each & everyday ????"
10507,10507.jpg,10507.txt,positive,"Thank you for your time. An Amazing, energy-filled set #montreal #canada"
15864,15864.jpg,15864.txt,positive,Just because I love this picture....#toronto #photography
16838,16838.jpg,16838.txt,positive,Walking on a summer night in #Toronto when I spot an bag from our 20th anniversary #greenwhereyoulive
8390,8390.jpg,8390.txt,positive,"Happy #NationalDogDay to my best buddy, Sebago! #GoldenRetrievers #MansBestFriend"
8464,8464.jpg,8464.txt,positive,That time my best friend was an extra in a horror movie #NationalDogDay #MansBestFriend #MyBestFriend ???? #BuddyTheDog
7565,7565.jpg,7565.txt,negative,As seen in the West Island... #cpc #lies #harper #Election2016
8942,8942.jpg,8942.txt,negative,Someone threw a dildo on stage. That's so nasty #ShesKindaHotVMA
13376,13376.jpg,13376.txt,negative,"Sometimes, I add quotes to my collages. #420 #spliff #smokeweed #bobmarleyquotes #likeaclown #puff #haha #collageart"
22224,22224.jpg,22224.txt,negative,it's 1 AM and I've got you on my mind
11234,11234.jpg,11234.txt,positive,#ignitefestyeg #square Listening to at #ignitefestyeg.
16764,16764.jpg,16764.txt,positive,Everyone go to #MysticMuffins at Richmond&Jarvis. they have more than just #yummy muffins?? #Toronto #affordable #grub
21760,21760.jpg,21760.txt,positive,Do anything to please you
20315,20315.jpg,20315.txt,positive,Had a nice visit today from from the #goredblacks #CFL #ottawasup
18316,18316.jpg,18316.txt,positive,hi Paul do you remember this pic on #Montreal ?? Look the smile on the face of
16556,16556.jpg,16556.txt,negative,ProArteDanza coming soon #TorontoDance #DanceTO
4712,4712.jpg,4712.txt,positive,Will the French filmmaker Mariette Monpierre convince the producers at the Big Pitch #TIFF15 ?
22374,22374.jpg,22374.txt,positive,Delighted that has been selected to screen in October at the 53rd annual in Austria:
13990,13990.jpg,13990.txt,positive,Just about ready to press go on another #epic #popupchestermere #party. At the cove
20541,20541.jpg,20541.txt,negative,Huge standing ovation for at #RIPMotleyCrue #Ottawa #NotAlicesLastTour
7833,7833.jpg,7833.txt,negative,Happy National Dog Day! #NationalDogDay We love you Darcy!
5112,5112.jpg,5112.txt,negative,WINTER ON FIRE: UKRAINE'S FIGHT FOR FREEDOM director in a #FreeSenzov shirt at his #TIFF15 premiere.
7679,7679.jpg,7679.txt,positive,Visit your local #HumaneSociety & #AdoptADog this week! #NationalDogDay
14388,14388.jpg,14388.txt,negative,did you know there is a new #roach(2015) tartan? #tartan #kilt
19422,19422.jpg,19422.txt,negative,"Dear Smoke, you can leave anytime now! #airpollution #yyc"
7839,7839.jpg,7839.txt,positive,#NationalDogDay love her so much
15666,15666.jpg,15666.txt,positive,Happy Weekend Toronto! See you for brunch ?? ?? ?? #portlandvariety #toronto #kingwest
20735,20735.jpg,20735.txt,positive,#SelfieForNash ???? not the best pic but doing this just for you
4992,4992.jpg,4992.txt,negative,"#TIFF15 all I will be doing is going to work, watching movies, sleep and repeat! ?? #TIFF40"
16883,16883.jpg,16883.txt,positive,Having fun and the #5sos concert #ROWYSOToronto
16483,16483.jpg,16483.txt,negative,add me on Snapchat! username: bobby.barbie #BobbyBarbie #gaytoronto #torontogay #gaysocialmedia
22334,22334.jpg,22334.txt,negative,Security & the economy | Kory Teneycke tells Carol Stephen Harper is the candidate to trust:
19571,19571.jpg,19571.txt,positive,Norbert Lange maxin' and relaxin' after race 2 #paddlesupyyc
18723,18723.jpg,18723.txt,positive,We had a blast at Agencies In The Outfield this past weekend. Thank you for having us! #AOFYYC GetSh#tDone
21183,21183.jpg,21183.txt,negative,"I'll gladly wrangle a King Cobra or a Taipan, but these things scare the hell out of me?"
10799,10799.jpg,10799.txt,negative,ROOFTOP ACCESS #TORONTO #CANADA
10965,10965.jpg,10965.txt,negative,Back to the dorks who hadn't a lot to say about Canada! 5SOS WHATS GOOD?#CANADAMATTERS5SOS #thenewbrokenscene
10318,10318.jpg,10318.txt,negative,RT IF YOU'RE FROM BRITISH COLUMBIA #CANADAMATTERS5SOS
5785,5785.jpg,5785.txt,positive,#BlueJays playoff ticket schedule dates. #Playoffs #ComeTogether
2923,2923.jpg,2923.txt,negative,IF I ONLY HAD A FAIR AND DEMOCRATIC ELECTION SYSTEM :( #elxn42 #elxn2015
18106,18106.jpg,18106.txt,positive,254/365 - Double Bubble #Photography #StreetPhotography #Montreal
14173,14173.jpg,14173.txt,negative,5SOS please notice us we are always left out #CaribbeanNeeds5SOS #5SOStoMartinique 155
2753,2753.jpg,2753.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #elxn42 #CPC #PMSH #CBC
18882,18882.jpg,18882.txt,negative,"Uh oh, blinky red lights = no good!!! #yyc #fridgylife #keepingthingscool"
18907,18907.jpg,18907.txt,negative,"Round 4, getting hopped up on #crickets is #awesome! #socent #yyc"
18235,18235.jpg,18235.txt,negative,Good Night #Montreal! Another weekend gone too soon... #RIPweekend
9862,9862.jpg,9862.txt,negative,Can't win somebody make this an election issue #gaspains #cdnpoli
22828,22828.jpg,22828.txt,negative,NO ONE EXPECTED FAHMY TO BE IMPRISONED. IT IS UP TO EGYPT AND CANADA TO DEPORT HIM NOW
7894,7894.jpg,7894.txt,positive,#NationalDogDay #katrinareunion Canadian dog behaviour expert heading back down
15637,15637.jpg,15637.txt,positive,10 DAYS UNTIL I SEE FROM THE 4th ROW!!???? #MirandaSingsToronto
9306,9306.jpg,9306.txt,negative,Listening to all this new like.. #ShesKindaHotEP #ShesKindaHotVMA
12160,12160.jpg,12160.txt,negative,Call us at 780-887-2798 or 780-966-0591 if you see her. Red collar. Lion shave (due to severe matting). #LOSTDOG #YEG
7173,7173.jpg,7173.txt,positive,"Checking out the #exhibit, """"Up Where We Belong"""". This unique exhibit highlights #Native contemporary #musicians."
10079,10079.jpg,10079.txt,negative,#NoTPP corporations are destroying the world fast enough as it is #multinational #ecocide #cdnpoli #gmo #BigPharma
8786,8786.jpg,8786.txt,negative,LETS GO BALLS TO THE WALLS HERE GUYS #ShesKindaHotVMA
7488,7488.jpg,7488.txt,positive,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
18828,18828.jpg,18828.txt,positive,CKE Skate Spot opening Saturday Sep 20! #calgaryskateboarding #yyc #yyccc #skatepark #Calgary #cke
2696,2696.jpg,2696.txt,negative,"Quick, bring on a diversion. #cdnpoli #elxn42"
20810,20810.jpg,20810.txt,negative,"I look like shit, but whatever #SelfieForNash"
20607,20607.jpg,20607.txt,positive,#FB: We're set to go at McMahon Stadium in #Calgary. You can watch at #GoBirdsGo
21176,21176.jpg,21176.txt,positive,Shes a bit chilly this mornin boys n girls
19545,19545.jpg,19545.txt,negative,Fire in Ranchlands NW this evening. #yycfire Photo by:
4284,4284.jpg,4284.txt,positive,"Can you recommend anyone for this #job? SAP BASIS Consultant - #Regina, SK #IT #Hiring"
7645,7645.jpg,7645.txt,negative,. activity Holocaust survivor Roman Kent remembers his dog Lala #NationalDogDay
5422,5422.jpg,5422.txt,positive,At our first game ever from #yyc #ComeTogether #bluejays
9877,9877.jpg,9877.txt,negative,"We know where the #PMShitHead allegiance lies, bet he would jump if #Bibi called. #cdnpoli"
18229,18229.jpg,18229.txt,positive,#Montreal #mtl with Mme last May at Maison India #NDG
12745,12745.jpg,12745.txt,negative,"RIP, old Mex-I-Can building. #HamOnt"
13621,13621.jpg,13621.txt,negative,On #seastreak to #marthasvineyard -- Google maps makes it look like I'm escaping the apocalypse.
20334,20334.jpg,20334.txt,positive,Elderberries are back! #Ottawa picked a lot of these clusters. #Elderberry syrup will be ready soon!!
8448,8448.jpg,8448.txt,positive,happy #NationalDogDay to the bestest cutest baby in the world !!! i kno u wont see this but i lovooove u so muchh????
22469,22469.jpg,22469.txt,positive,"My morning commute for County Commissioners, Mayors and Decision Makers Day today ."
19582,19582.jpg,19582.txt,positive,spreadn' his good words in Calgary. #yyc
22073,22073.jpg,22073.txt,positive,MY DANCE TEACHER...NXG Company 1st Place Upper | FRONTROW | World of Dance Los Angeles 2015
22200,22200.jpg,22200.txt,negative,"I may not have his jersey, but I Do have his signature!!!!! is starting!!!!! #TeamEJ #EJMafia #EJAllTheWay"
19136,19136.jpg,19136.txt,positive,here are a few tip on #how #to #get #to #banff #alberta #from #calgary #airport #yyc
19334,19334.jpg,19334.txt,negative,Drinkin' beer and doin' good. #yyc #giveback #100MenYYC
21517,21517.jpg,21517.txt,negative,Help and I find our dad.
3365,3365.jpg,3365.txt,negative,Get it ? #cdnpoli #polqc #elxn42
6628,6628.jpg,6628.txt,negative,"The Dawdle #musicvideo by & filmed in Vanier, screens tonight @ TheVanierIndieFest #ottawa"
8579,8579.jpg,8579.txt,negative,My spotify queue knows what's up #BADLANDS #JetBlackHeart #HeyViolet #5SOS #ShesKindaHotVMA
17347,17347.jpg,17347.txt,positive,Floor seats! I'm so lucky! #UnbreakableVancouver
10132,10132.jpg,10132.txt,negative,#leftards need to take a better look at their leaders. #cdnpoli
3006,3006.jpg,3006.txt,negative,"Harper thinking: """"Hmm. Duffy, refugees, PeeGate, recession ..."""" Harper talking: """"Look ! There's a terrorist! #elxn42"
4571,4571.jpg,4571.txt,positive,"AHS #Nursing #Job: Nursing Attendant (Ed Allow) (#Edmonton, AB) #Jobs #Hiring"
11490,11490.jpg,11490.txt,negative,total obstruction of the sidewalk at 124st and 102av. #yeghatespeople
14850,14850.jpg,14850.txt,positive,Great #startup event representing
8775,8775.jpg,8775.txt,negative,Luke when he sees people not voting #ShesKindaHotVMA
18280,18280.jpg,18280.txt,positive,Thank you for rocking our colours at #RageLifestyle #Montreal #montrealravers #BeachClub #EDM
10061,10061.jpg,10061.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #cdnpoli #CPC #Harper
21829,21829.jpg,21829.txt,negative,is this what you're all talking about??? there's nothing there omg stop
22191,22191.jpg,22191.txt,negative,"Saw this, can't sleep"
9649,9649.jpg,9649.txt,negative,IT HAPPENED AGAIN WTF #ShesKindaHotVMA
3457,3457.jpg,3457.txt,negative,The Tories should get to replace the #peegate guy. #cdnpoli #polcan #elxn42 #topoli
21814,21814.jpg,21814.txt,negative,Okay. There are reports of zombies in this area... Let's split up
13696,13696.jpg,13696.txt,positive,Nailed it #giffydoesart
3411,3411.jpg,3411.txt,negative,Margo McDiarmid why do you exclude Green Party from news every morning? #Elxn42 #elxn2015
21105,21105.jpg,21105.txt,negative,any good?
16579,16579.jpg,16579.txt,negative,Is this how much cares about #kids ? #emptyshelves #unacceptable is it Boxing Day? #Toronto #Gerrard
14511,14511.jpg,14511.txt,negative,#NationalBurgerDay #ClaesOldenburg Conserving the Floor Burger #food #art
19463,19463.jpg,19463.txt,negative,"If it's smokey here, imagine how scary it at the source #Washington #wildfires #absmoke #Calgary #yyc #cantbreathe"
17137,17137.jpg,17137.txt,positive,"""""A good goal is like a strenuous exercise -it makes you stretch"""" #motivationmonday #motivation #westcoast #Vancouver"
